 |INFO | 2015-09-16 20:09:31,770| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-16 20:14:30,842| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-16 20:14:33,985| BaseController           | OnActionExecuting             | Method Start ACTION: Logout CONTROLLER: Home
 |INFO | 2015-09-16 20:14:33,987| BaseController           | OnActionExecuted              | Method End ACTION: Logout CONTROLLER: Home
 |INFO | 2015-09-16 20:14:34,008| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-16 20:14:34,009| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-16 20:14:40,555| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-16 20:14:40,583| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-16 20:14:40,593| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-16 20:14:40,594| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-16 20:14:40,594| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-16 20:14:40,595| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-16 20:14:40,663| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-16 20:14:40,663| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-16 20:14:40,664| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-16 20:14:40,665| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-16 20:14:40,673| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-16 20:14:40,673| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-16 20:14:40,674| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |INFO | 2015-09-16 20:14:40,674| ServiceConsumer          | Get                           | Method Start
 |INFO | 2015-09-16 20:14:40,681| ServiceConsumer          | Get                           | Method End
 |INFO | 2015-09-16 20:14:40,681| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-16 20:34:55,373| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-16 20:34:55,461| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-16 20:34:55,473| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-16 20:34:55,474| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-16 20:34:55,474| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |INFO | 2015-09-16 20:34:55,577| ServiceConsumer          | Get                           | Method Start
 |INFO | 2015-09-16 20:34:56,700| ServiceConsumer          | Get                           | Method End
 |INFO | 2015-09-16 20:34:56,717| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 11:55:48,321| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 11:55:48,639| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 11:55:48,763| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 11:55:48,764| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 11:55:48,764| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 11:55:49,029| ServiceConsumer          | Get                           | Method Start
 |INFO | 2015-09-17 11:55:52,101| ServiceConsumer          | Get                           | Method End
 |INFO | 2015-09-17 11:55:52,122| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 11:55:58,976| BaseController           | OnActionExecuting             | Method Start ACTION: Logout CONTROLLER: Home
 |INFO | 2015-09-17 11:55:58,978| BaseController           | OnActionExecuted              | Method End ACTION: Logout CONTROLLER: Home
 |INFO | 2015-09-17 11:55:58,993| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 11:55:58,995| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 11:56:01,390| BaseController           | OnActionExecuting             | Method Start ACTION: Password CONTROLLER: Home
 |INFO | 2015-09-17 11:56:01,416| BaseController           | OnActionExecuted              | Method End ACTION: Password CONTROLLER: Home
 |INFO | 2015-09-17 12:14:17,199| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:14:17,253| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:14:54,062| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:14:54,116| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:15:01,871| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:15:01,879| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:15:01,957| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:15:01,958| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:15:01,959| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:15:01,960| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:15:03,267| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:15:03,291| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:15:03,292| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:15:03,316| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:15:03,330| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:15:03,331| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:15:03,331| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:15:03,334| ServiceConsumer          | Get                           | Method Start
 |INFO | 2015-09-17 12:15:03,366| ServiceConsumer          | Get                           | Method End
 |INFO | 2015-09-17 12:15:03,374| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:15:11,310| BaseController           | OnActionExecuting             | Method Start ACTION: Create CONTROLLER: User
 |INFO | 2015-09-17 12:15:11,312| BaseController           | OnActionExecuted              | Method End ACTION: Create CONTROLLER: User
 |INFO | 2015-09-17 12:15:20,797| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:15:20,799| UserController           | CreateUser                    | Method Start
 |INFO | 2015-09-17 12:15:20,800| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:15:20,800| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:15:20,801| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:15:20,867| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:15:20,870| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:15:20,870| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:15:20,871| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:15:20,872| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:15:20,872| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:15:21,065| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:16:52,550| BaseController           | OnActionExecuted              | Method End ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:17:13,207| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:17:13,263| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:17:13,277| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:17:13,278| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:17:13,278| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:17:13,391| ServiceConsumer          | Get                           | Method Start
 |INFO | 2015-09-17 12:17:14,501| ServiceConsumer          | Get                           | Method End
 |INFO | 2015-09-17 12:17:14,525| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:17:17,000| BaseController           | OnActionExecuting             | Method Start ACTION: Logout CONTROLLER: Home
 |INFO | 2015-09-17 12:17:17,002| BaseController           | OnActionExecuted              | Method End ACTION: Logout CONTROLLER: Home
 |INFO | 2015-09-17 12:17:17,015| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:17:17,017| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:17:23,808| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:17:23,810| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:17:23,823| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:17:23,824| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:17:23,825| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:17:23,825| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:17:23,849| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:17:23,850| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:17:23,850| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:17:23,851| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:17:23,856| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:17:23,856| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:17:23,856| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:17:23,857| ServiceConsumer          | Get                           | Method Start
 |INFO | 2015-09-17 12:17:23,865| ServiceConsumer          | Get                           | Method End
 |INFO | 2015-09-17 12:17:23,865| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:17:49,651| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:17:49,703| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:17:49,716| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:17:49,717| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:17:49,717| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:17:49,808| ServiceConsumer          | Get                           | Method Start
 |INFO | 2015-09-17 12:17:50,710| ServiceConsumer          | Get                           | Method End
 |INFO | 2015-09-17 12:17:50,729| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:17:53,944| BaseController           | OnActionExecuting             | Method Start ACTION: Logout CONTROLLER: Home
 |INFO | 2015-09-17 12:17:53,946| BaseController           | OnActionExecuted              | Method End ACTION: Logout CONTROLLER: Home
 |INFO | 2015-09-17 12:17:53,962| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:17:53,963| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:17:59,559| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:17:59,564| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:17:59,577| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:17:59,578| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:17:59,579| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:17:59,579| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:17:59,646| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:19:11,803| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:29:38,718| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:29:38,770| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:29:51,891| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:29:51,908| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:29:52,043| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:29:52,045| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:29:52,048| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:29:52,049| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:29:53,091| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:29:53,121| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:29:53,122| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:29:53,125| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:29:53,132| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:29:53,132| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:29:53,133| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:29:53,135| ServiceConsumer          | Get                           | Method Start
 |INFO | 2015-09-17 12:29:53,151| ServiceConsumer          | Get                           | Method End
 |INFO | 2015-09-17 12:29:53,160| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:29:55,674| BaseController           | OnActionExecuting             | Method Start ACTION: Create CONTROLLER: User
 |INFO | 2015-09-17 12:29:55,676| BaseController           | OnActionExecuted              | Method End ACTION: Create CONTROLLER: User
 |INFO | 2015-09-17 12:30:10,497| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:30:10,500| UserController           | CreateUser                    | Method Start
 |INFO | 2015-09-17 12:30:10,502| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:30:10,503| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:30:10,504| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:30:10,523| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:30:10,524| BaseController           | OnActionExecuted              | Method End ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:33:31,153| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:33:31,214| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:33:31,225| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:33:31,226| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:33:31,226| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:33:31,327| ServiceConsumer          | Get                           | Method Start
 |INFO | 2015-09-17 12:33:31,352| ServiceConsumer          | Get                           | Method End
 |INFO | 2015-09-17 12:33:31,369| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:33:34,837| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:33:34,840| UserController           | CreateUser                    | Method Start
 |INFO | 2015-09-17 12:33:34,842| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:33:34,854| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:33:34,855| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:33:34,856| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:33:34,856| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:33:35,050| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:33:35,051| BaseController           | OnActionExecuted              | Method End ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:33:53,909| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:33:53,910| UserController           | CreateUser                    | Method Start
 |INFO | 2015-09-17 12:33:53,913| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:33:53,915| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:33:53,916| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:33:53,917| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:33:53,918| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:33:53,995| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:33:53,996| UserController           | CreateUser                    | Method End
 |INFO | 2015-09-17 12:33:53,997| BaseController           | OnActionExecuted              | Method End ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:33:55,828| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:33:55,829| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:33:55,829| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:33:55,831| ServiceConsumer          | Get                           | Method Start
 |INFO | 2015-09-17 12:33:55,849| ServiceConsumer          | Get                           | Method End
 |INFO | 2015-09-17 12:33:55,850| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:33:59,285| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:33:59,286| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:33:59,287| BaseController           | OnActionExecuting             | Method Start ACTION: Edit CONTROLLER: User
 |INFO | 2015-09-17 12:33:59,291| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:33:59,294| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:33:59,295| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:33:59,318| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:33:59,318| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:33:59,319| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:33:59,319| BaseController           | OnActionExecuted              | Method End ACTION: Edit CONTROLLER: User
 |INFO | 2015-09-17 12:34:03,493| BaseController           | OnActionExecuting             | Method Start ACTION: SaveUser CONTROLLER: User
 |INFO | 2015-09-17 12:34:03,495| UserController           | SaveUser                      | Method Start
 |INFO | 2015-09-17 12:34:03,496| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:34:03,498| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:34:03,498| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:34:03,499| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:34:03,499| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:34:03,641| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:34:03,641| UserController           | SaveUser                      | Method End
 |INFO | 2015-09-17 12:34:03,642| BaseController           | OnActionExecuted              | Method End ACTION: SaveUser CONTROLLER: User
 |INFO | 2015-09-17 12:34:05,469| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:34:05,469| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:34:05,470| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:34:05,471| ServiceConsumer          | Get                           | Method Start
 |INFO | 2015-09-17 12:34:05,490| ServiceConsumer          | Get                           | Method End
 |INFO | 2015-09-17 12:34:05,492| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:36:06,278| BaseController           | OnActionExecuting             | Method Start ACTION: Create CONTROLLER: User
 |INFO | 2015-09-17 12:36:06,279| BaseController           | OnActionExecuted              | Method End ACTION: Create CONTROLLER: User
 |INFO | 2015-09-17 12:36:16,524| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:36:16,525| UserController           | CreateUser                    | Method Start
 |INFO | 2015-09-17 12:36:16,526| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:36:16,528| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:36:16,528| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:36:16,530| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:36:16,533| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:36:16,551| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:36:16,551| BaseController           | OnActionExecuted              | Method End ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:43:14,555| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:43:14,557| UserController           | CreateUser                    | Method Start
 |INFO | 2015-09-17 12:43:14,558| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:43:14,559| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:43:14,559| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:43:14,561| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:43:14,562| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:43:14,657| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:43:14,658| BaseController           | OnActionExecuted              | Method End ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:44:54,656| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:44:54,708| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:44:54,717| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:44:54,718| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:44:54,718| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:44:54,806| ServiceConsumer          | Get                           | Method Start
 |INFO | 2015-09-17 12:44:54,830| ServiceConsumer          | Get                           | Method End
 |INFO | 2015-09-17 12:44:54,847| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:44:57,880| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:44:57,883| UserController           | CreateUser                    | Method Start
 |INFO | 2015-09-17 12:44:57,885| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:44:57,896| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:44:57,897| ServiceConsumer          | Post                          | Method Start
 |INFO | 2015-09-17 12:44:57,898| LogHelper                | LogMaker                      | Method Start
 |INFO | 2015-09-17 12:44:57,899| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:44:57,954| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:44:57,956| BaseController           | OnActionExecuted              | Method End ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:45:00,931| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
